Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Date,YearMonth
2,4,2021,25,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,177,169,346,2021-04-02,2021-04
2,4,2023,25,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,136,130,266,2023-04-02,2023-04
14,11,2020,26,Young Adults (25-34),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,322,286,608,2020-11-14,2020-11
14,11,2022,26,Young Adults (25-34),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,337,299,636,2022-11-14,2022-11
25,4,2021,26,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,332,221,553,2021-04-25,2021-04
25,4,2023,26,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,371,247,618,2023-04-25,2023-04
3,4,2021,30,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,587,390,977,2021-04-03,2021-04
3,4,2023,30,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,587,390,977,2023-04-03,2023-04
22,5,2021,22,Youth (<25),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,124,78,202,2021-05-22,2021-05
22,5,2023,22,Youth (<25),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,124,78,202,2023-05-22,2023-05
21,2,2021,24,Youth (<25),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,345,286,631,2021-02-21,2021-02
21,2,2023,24,Youth (<25),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,314,260,574,2023-02-21,2023-02
27,4,2021,36,Adults (35-64),M,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,472,338,810,2021-04-27,2021-04
27,4,2023,36,Adults (35-64),M,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,436,312,748,2023-04-27,2023-04
3,2,2021,39,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,338,247,585,2021-02-03,2021-02
3,2,2023,39,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,320,234,554,2023-02-03,2023-02
8,8,2020,41,Adults (35-64),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,489,364,853,2020-08-08,2020-08
8,8,2022,41,Adults (35-64),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,454,338,792,2022-08-08,2022-08
27,3,2021,41,Adults (35-64),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,209,156,365,2021-03-27,2021-03
27,3,2023,41,Adults (35-64),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,209,156,365,2023-03-27,2023-03
1,5,2021,39,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,408,338,746,2021-05-01,2021-05
1,5,2023,39,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,393,325,718,2023-05-01,2023-05
9,6,2021,30,Young Adults (25-34),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,472,338,810,2021-06-09,2021-06
9,6,2023,30,Young Adults (25-34),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,472,338,810,2023-06-09,2023-06
2,8,2020,31,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,408,338,746,2020-08-02,2020-08
2,8,2022,31,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,424,351,775,2022-08-02,2022-08
21,10,2020,31,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,79,65,144,2020-10-21,2020-10
21,10,2022,31,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,110,91,201,2022-10-21,2022-10
21,12,2020,31,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,361,299,660,2020-12-21,2020-12
21,12,2022,31,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,345,286,631,2022-12-21,2022-12
8,3,2021,31,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,173,143,316,2021-03-08,2021-03
8,3,2023,31,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,188,156,344,2023-03-08,2023-03
23,4,2021,32,Young Adults (25-34),F,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,235,182,417,2021-04-23,2021-04
23,4,2023,32,Young Adults (25-34),F,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,184,143,327,2023-04-23,2023-04
6,3,2021,33,Young Adults (25-34),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,330,208,538,2021-03-06,2021-03
6,3,2023,33,Young Adults (25-34),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,268,169,437,2023-03-06,2023-03
19,4,2021,33,Young Adults (25-34),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,371,234,605,2021-04-19,2021-04
19,4,2023,33,Young Adults (25-34),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,330,208,538,2023-04-19,2023-04
19,8,2020,33,Young Adults (25-34),M,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,494,312,806,2020-08-19,2020-08
19,8,2022,33,Young Adults (25-34),M,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,515,325,840,2022-08-19,2022-08
7,12,2020,31,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,391,260,651,2020-12-07,2020-12
7,12,2022,31,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,352,234,586,2022-12-07,2022-12
17,9,2020,34,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,381,364,745,2020-09-17,2020-09
17,9,2022,34,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,367,351,718,2022-09-17,2022-09
8,5,2021,34,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,150,143,293,2021-05-08,2021-05
8,5,2023,34,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,177,169,346,2023-05-08,2023-05
16,9,2020,35,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,367,351,718,2020-09-16,2020-09
16,9,2022,35,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,354,338,692,2022-09-16,2022-09
23,9,2020,35,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,204,195,399,2020-09-23,2020-09
23,9,2022,35,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,177,169,346,2022-09-23,2022-09
29,9,2020,22,Youth (<25),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,137,91,228,2020-09-29,2020-09
29,9,2022,22,Youth (<25),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,176,117,293,2022-09-29,2022-09
25,11,2020,54,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,176,156,332,2020-11-25,2020-11
25,11,2022,54,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,161,143,304,2022-11-25,2022-11
19,1,2021,27,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,378,247,625,2021-01-19,2021-01
19,1,2023,27,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,378,247,625,2023-01-19,2023-01
13,1,2021,28,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,136,130,266,2021-01-13,2021-01
13,1,2023,28,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,95,91,186,2023-01-13,2023-01
6,9,2020,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,220,182,402,2020-09-06,2020-09
6,9,2022,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,220,182,402,2022-09-06,2022-09
23,12,2020,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,141,117,258,2020-12-23,2020-12
23,12,2022,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,94,78,172,2022-12-23,2022-12
15,2,2021,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,330,273,603,2021-02-15,2021-02
15,2,2023,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,283,234,517,2023-02-15,2023-02
25,6,2021,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,330,273,603,2021-06-25,2021-06
25,6,2023,28,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,298,247,545,2023-06-25,2023-06
5,2,2021,28,Young Adults (25-34),F,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,575,351,926,2021-02-05,2021-02
5,2,2023,28,Young Adults (25-34),F,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,596,364,960,2023-02-05,2023-02
2,2,2021,29,Young Adults (25-34),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,436,312,748,2021-02-02,2021-02
2,2,2023,29,Young Adults (25-34),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,436,312,748,2023-02-02,2023-02
30,3,2021,23,Youth (<25),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,524,390,914,2021-03-30,2021-03
30,3,2023,23,Youth (<25),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,471,351,822,2023-03-30,2023-03
23,10,2020,41,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,299,286,585,2020-10-23,2020-10
23,10,2022,41,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,272,260,532,2022-10-23,2022-10
29,8,2020,52,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,126,104,230,2020-08-29,2020-08
29,8,2022,52,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,94,78,172,2022-08-29,2022-08
4,12,2020,52,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,267,221,488,2020-12-04,2020-12
4,12,2022,52,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,251,208,459,2022-12-04,2022-12
18,2,2021,52,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,110,91,201,2021-02-18,2021-02
18,2,2023,52,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,63,52,115,2023-02-18,2023-02
17,6,2021,52,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,16,13,29,2021-06-17,2021-06
17,6,2023,52,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,16,13,29,2023-06-17,2023-06
5,6,2021,52,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,110,91,201,2021-06-05,2021-06
5,6,2023,52,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,110,91,201,2023-06-05,2023-06
13,11,2020,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31,2020-11-13,2020-11
13,11,2022,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31,2022-11-13,2022-11
18,11,2020,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,178,130,308,2020-11-18,2020-11
18,11,2022,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,125,91,216,2022-11-18,2022-11
9,1,2021,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,107,78,185,2021-01-09,2021-01
9,1,2023,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,89,65,154,2023-01-09,2023-01
5,2,2021,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,71,52,123,2021-02-05,2021-02
5,2,2023,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,107,78,185,2023-02-05,2023-02
22,5,2021,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,249,182,431,2021-05-22,2021-05
22,5,2023,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,214,156,370,2023-05-22,2023-05
22,6,2021,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,516,377,893,2021-06-22,2021-06
22,6,2023,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,463,338,801,2023-06-22,2023-06
23,6,2021,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31,2021-06-23,2021-06
23,6,2023,43,Adults (35-64),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31,2023-06-23,2023-06
20,2,2021,24,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,440,364,804,2021-02-20,2021-02
20,2,2023,24,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,424,351,775,2023-02-20,2023-02
3,4,2021,24,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,236,195,431,2021-04-03,2021-04
3,4,2023,24,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,251,208,459,2023-04-03,2023-04
20,5,2021,25,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,231,221,452,2021-05-20,2021-05
20,5,2023,25,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,204,195,399,2023-05-20,2023-05
1,3,2021,25,Young Adults (25-34),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,285,208,493,2021-03-01,2021-03
1,3,2023,25,Young Adults (25-34),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,249,182,431,2023-03-01,2023-03
5,4,2021,53,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,516,377,893,2021-04-05,2021-04
5,4,2023,53,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,498,364,862,2023-04-05,2023-04
7,6,2021,23,Youth (<25),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,192,143,335,2021-06-07,2021-06
7,6,2023,23,Youth (<25),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,192,143,335,2023-06-07,2023-06
18,3,2021,25,Young Adults (25-34),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31,2021-03-18,2021-03
18,3,2023,25,Young Adults (25-34),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,18,13,31,2023-03-18,2023-03
3,4,2021,29,Young Adults (25-34),M,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,577,364,941,2021-04-03,2021-04
3,4,2023,29,Young Adults (25-34),M,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,577,364,941,2023-04-03,2023-04
22,10,2020,32,Young Adults (25-34),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,545,390,935,2020-10-22,2020-10
22,10,2022,32,Young Adults (25-34),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,545,390,935,2022-10-22,2022-10
2,2,2021,32,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,157,130,287,2021-02-02,2021-02
2,2,2023,32,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,173,143,316,2023-02-02,2023-02
12,5,2021,32,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,110,91,201,2021-05-12,2021-05
12,5,2023,32,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,110,91,201,2023-05-12,2023-05
21,5,2021,32,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,471,390,861,2021-05-21,2021-05
21,5,2023,32,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,471,390,861,2023-05-21,2023-05
1,4,2021,31,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,54,52,106,2021-04-01,2021-04
1,4,2023,31,Young Adults (25-34),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,82,78,160,2023-04-01,2023-04
19,4,2021,31,Young Adults (25-34),M,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,408,338,746,2021-04-19,2021-04
19,4,2023,31,Young Adults (25-34),M,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,424,351,775,2023-04-19,2023-04
17,1,2021,34,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,239,156,395,2021-01-17,2021-01
17,1,2023,34,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,259,169,428,2023-01-17,2023-01
20,12,2020,34,Young Adults (25-34),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,227,143,370,2020-12-20,2020-12
20,12,2022,34,Young Adults (25-34),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,185,117,302,2022-12-20,2022-12
25,3,2021,34,Young Adults (25-34),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,227,143,370,2021-03-25,2021-03
25,3,2023,34,Young Adults (25-34),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,268,169,437,2023-03-25,2023-03
30,5,2021,34,Young Adults (25-34),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,536,338,874,2021-05-30,2021-05
30,5,2023,34,Young Adults (25-34),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,494,312,806,2023-05-30,2023-05
12,5,2021,21,Youth (<25),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,132,117,249,2021-05-12,2021-05
12,5,2023,21,Youth (<25),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,161,143,304,2023-05-12,2023-05
12,4,2021,21,Youth (<25),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,374,273,647,2021-04-12,2021-04
12,4,2023,21,Youth (<25),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,374,273,647,2023-04-12,2023-04
6,11,2020,21,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,126,104,230,2020-11-06,2020-11
6,11,2022,21,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,79,65,144,2022-11-06,2022-11
7,5,2021,21,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,267,221,488,2021-05-07,2021-05
7,5,2023,21,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,283,234,517,2023-05-07,2023-05
21,12,2020,21,Youth (<25),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,455,377,832,2020-12-21,2020-12
21,12,2022,21,Youth (<25),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,424,351,775,2022-12-21,2022-12
5,3,2021,61,Adults (35-64),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,471,390,861,2021-03-05,2021-03
5,3,2023,61,Adults (35-64),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,424,351,775,2023-03-05,2023-03
11,12,2020,54,Adults (35-64),M,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,268,169,437,2020-12-11,2020-12
11,12,2022,54,Adults (35-64),M,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,247,156,403,2022-12-11,2022-12
28,9,2020,37,Adults (35-64),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,205,182,387,2020-09-28,2020-09
28,9,2022,37,Adults (35-64),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,161,143,304,2022-09-28,2022-09
1,10,2020,32,Young Adults (25-34),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,366,325,691,2020-10-01,2020-10
1,10,2022,32,Young Adults (25-34),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,337,299,636,2022-10-01,2022-10
30,11,2020,33,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,283,234,517,2020-11-30,2020-11
30,11,2022,33,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,251,208,459,2022-11-30,2022-11
4,12,2020,33,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,79,65,144,2020-12-04,2020-12
4,12,2022,33,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,79,65,144,2022-12-04,2022-12
5,3,2021,19,Youth (<25),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,59,39,98,2021-03-05,2021-03
5,3,2023,19,Youth (<25),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,78,52,130,2023-03-05,2023-03
25,5,2021,19,Youth (<25),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,156,104,260,2021-05-25,2021-05
25,5,2023,19,Youth (<25),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,156,104,260,2023-05-25,2023-05
20,7,2021,18,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,188,156,344,2021-07-20,2021-07
20,7,2023,18,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,141,117,258,2023-07-20,2023-07
5,5,2021,35,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,236,195,431,2021-05-05,2021-05
5,5,2023,35,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,204,169,373,2023-05-05,2023-05
6,5,2021,35,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,314,260,574,2021-05-06,2021-05
6,5,2023,35,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,314,260,574,2023-05-06,2023-05
21,5,2021,35,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,251,208,459,2021-05-21,2021-05
21,5,2023,35,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,251,208,459,2023-05-21,2023-05
13,5,2021,35,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,176,117,293,2021-05-13,2021-05
13,5,2023,35,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,156,104,260,2023-05-13,2023-05
18,3,2021,19,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,408,338,746,2021-03-18,2021-03
18,3,2023,19,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,361,299,660,2023-03-18,2023-03
25,11,2020,19,Youth (<25),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,506,377,883,2020-11-25,2020-11
25,11,2022,19,Youth (<25),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,506,377,883,2022-11-25,2022-11
14,2,2021,19,Youth (<25),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,279,208,487,2021-02-14,2021-02
14,2,2023,19,Youth (<25),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,227,169,396,2023-02-14,2023-02
5,12,2020,20,Youth (<25),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,436,312,748,2020-12-05,2020-12
5,12,2022,20,Youth (<25),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,399,286,685,2022-12-05,2022-12
